"","V1","V2","V3","V4","V5"
"1",1.3411211796129,0.169328074455367,-4.52907670467961,-3.90013734248682,0.813311618764347
"2",2.57539786879692,0.644909117935814,-4.44656637107455,-0.334970902171509,0.37072998572145
"3",1.66202444548536,2.31978642048484,-4.51421461637646,-1.86513199557314,1.26656870868014
"4",-0.558581321364486,-1.16534562268892,-3.04132138841955,-2.82115802769696,3.36977518664684
"5",-0.601218773672707,2.78732504491973,-2.59228183602689,-4.38309984715535,2.64607193291602
"6",-1.82090136500811,0.322435922508385,-4.33655909098413,-3.90439979764195,0.571343643718832
"7",0.16977325084534,-0.64670942038911,-3.07767686072382,-0.306441833136005,1.0536051548639
"8",1.50214376690394,1.00611890318582,-3.40593068326424,-1.89485499297438,1.90218102134603
"9",-0.0366872672797415,0.58903930503057,-4.75637145770794,-3.36309601347894,2.80682686111813
"10",1.3818762375274,1.10704998116872,-1.50110010627384,-1.63358969289501,2.08385246217353
"11",1.56635677153271,0.833366276740868,-4.22001111101569,-3.68273601767284,1.05347291373043
"12",0.984367026789123,0.384949506789264,-3.76092757747317,-1.81325188549023,1.23635737656775
"13",0.964358623152622,3.87879498426019,-6.69673564769851,-1.90033648664686,1.65829644614816
"14",1.86047099742858,1.73823961738707,-4.13472641640585,-2.04596323343501,3.29990559402666
"15",-0.984659002024584,0.429000525702454,-3.60049357644834,-1.35690274392941,2.99424759572797
"16",1.29170583621036,-1.17374819917477,-3.15476221944548,-2.77352833168038,0.527545615521528
"17",0.900392101379067,1.6965121558791,-5.64005485339243,-0.983031831332331,0.00418875335908296
"18",0.61527955519238,2.8265129884255,-4.66947822291013,-3.52141176469731,0.950742235521651
"19",-0.2647624352292,-0.689677651309789,-5.03069017609659,-2.42597701373362,3.42652706815815
"20",0.43665395069775,0.718431403995912,-2.18055253220139,-3.64963641566441,2.79128510842632
"21",0.623601641410777,-1.08861704463382,-3.67343171436094,-3.25563202687882,1.16516405376331
"22",0.332489138311737,1.23569569178005,-3.46131779036778,-1.37235110319753,1.50755388348137
"23",1.77415984001358,2.35041772664928,-5.48206862331095,-2.05645184918903,0.27305583948062
"24",-3.24515850852191,0.478474476213151,0.120692500736181,8.01443812245311,5.76857093605972
"25",-5.37880828704923,-0.52429166823169,3.41228773392745,5.36357168206279,0.834096450596038
"26",-2.92977428213745,-0.155057737698758,0.877872773797683,9.25773086798268,4.70939882975252
"27",-3.28901115709638,-0.659670204265286,2.91636525980574,9.7608844323099,2.17119178507148
"28",-6.19039228264519,1.43190993043201,1.87326761507029,8.91464732278231,3.34788251406504
"29",-6.51780692201737,-0.442706274857159,2.41172591644015,7.13332866918816,3.01254119907679
"30",-3.91394365439207,-0.293007621484988,2.87854004596171,6.32154872527445,3.16660783431976
"31",-2.86163694616338,-1.24937724824626,3.26477957340414,5.79883835881812,3.42066445968069
"32",-5.0416713558609,-0.239861840004453,0.198480541479775,9.12498639523983,3.24050095524794
"33",-4.39740655780342,0.533847394471207,1.42479415760055,7.40867629849541,2.94951283574347
"34",-4.4214665527409,0.965711517958075,1.01808081267422,8.33323745247636,4.60081049559497
"35",-4.45150333267574,-1.42288406100381,3.90166588374544,8.17925925281032,2.1803598461058
"36",-3.41368989310903,-0.0681516001748409,3.1589219659768,8.18390067390936,2.93808123571443
"37",-2.48051076264164,-2.09628525407077,2.28451102721765,10.2234137956521,2.15716368136551
"38",-5.35308493900769,2.44906305385944,2.35471698632081,7.57079115347086,3.17952465473669
"39",-5.56062890770616,0.292303977623093,1.40337730845246,5.70233955504107,3.78714519061367
"40",-4.08559567113965,-0.309793337336457,6.09623096465026,6.62513379755357,3.37273777149933
"41",-2.00783811385717,-0.694223831089119,3.00698067574423,5.24418620953936,2.82193833219863
"42",-4.61372537043594,-0.505845589053285,4.76481509306938,7.48579196993898,1.64006396052554
"43",-5.08567535976397,2.31284091737681,0.0915605777621637,5.88749507632517,0.853978480298724
